Z,element,orbital,energy_Ry,energy_eV,core_electrons,star,ef_up,ef_dn,a_bohr,ewidth,status
65,Tb,3s,-142.0310026,-1932.43,1,0,0.7,0.7,9.52182,1.2,ok
65,Tb,3p,-120.4089316,-1638.247,3,0,0.7,0.7,9.52182,1.2,ok
65,Tb,3d,-92.0965103,-1253.037,5,0,0.7,0.7,9.52182,1.2,ok
65,Tb,4s,-27.5975301,-375.484,1,0,0.7,0.7,9.52182,1.2,ok
65,Tb,4p,-20.4164968,-277.781,3,0,0.7,0.7,9.52182,1.2,ok
65,Tb,4d,-10.483573,-142.636,5,0,0.7,0.7,9.52182,1.2,ok
65,Tb,5s,-2.7740681,-37.743,1,0,0.7,0.7,9.52182,1.2,ok
65,Tb,5p,-1.0936227,-14.879,3,0,0.7,0.7,9.52182,1.2,ok
65,Tb,4f,0.3946976,5.37,7,0,0.7,0.7,9.52182,1.2,ok
66,Dy,1s,-3969.2332575,-54004.169,1,0,0.7,0.7,9.47712,1.2,ok
66,Dy,2s,-665.1492858,-9049.817,1,0,0.7,0.7,9.47712,1.2,ok
66,Dy,2p,-592.0516375,-8055.273,3,0,0.7,0.7,9.47712,1.2,ok
66,Dy,3s,-148.2396539,-2016.903,1,0,0.7,0.7,9.47712,1.2,ok
66,Dy,3p,-125.6054051,-1708.949,3,0,0.7,0.7,9.47712,1.2,ok
66,Dy,3d,-96.3575445,-1311.011,5,0,0.7,0.7,9.47712,1.2,ok
66,Dy,4s,-28.8009251,-391.857,1,0,0.7,0.7,9.47712,1.2,ok
66,Dy,4p,-21.2840312,-289.584,3,0,0.7,0.7,9.47712,1.2,ok
66,Dy,4d,-10.9674962,-149.22,5,0,0.7,0.7,9.47712,1.2,ok
66,Dy,5s,-2.8925472,-39.355,1,0,0.7,0.7,9.47712,1.2,ok
66,Dy,5p,-1.1420416,-15.538,3,0,0.7,0.7,9.47712,1.2,ok
66,Dy,4f,0.3653688,4.971,7,0,0.7,0.7,9.47712,1.2,ok
67,Ho,1s,-4105.666818,-55860.442,1,0,0.7,0.7,9.43702,1.2,ok
67,Ho,2s,-691.1898413,-9404.117,1,0,0.7,0.7,9.43702,1.2,ok
67,Ho,2p,-614.3147249,-8358.178,3,0,0.7,0.7,9.43702,1.2,ok
67,Ho,3s,-154.6032711,-2103.485,1,0,0.7,0.7,9.43702,1.2,ok
67,Ho,3p,-130.9098314,-1781.119,3,0,0.7,0.7,9.43702,1.2,ok
67,Ho,3d,-100.7021098,-1370.122,5,0,0.7,0.7,9.43702,1.2,ok
67,Ho,4s,-30.0319137,-408.605,1,0,0.7,0.7,9.43702,1.2,ok
67,Ho,4p,-22.1658091,-301.581,3,0,0.7,0.7,9.43702,1.2,ok
67,Ho,4d,-11.4569076,-155.879,5,0,0.7,0.7,9.43702,1.2,ok
67,Ho,5s,-3.0137474,-41.004,1,0,0.7,0.7,9.43702,1.2,ok
67,Ho,5p,-1.1911885,-16.207,3,0,0.7,0.7,9.43702,1.2,ok
67,Ho,4f,0.3381126,4.6,7,0,0.7,0.7,9.43702,1.2,ok
68,Er,1s,-4244.9409199,-57755.363,1,0,0.7,0.7,9.38812,1.2,ok
68,Er,2s,-717.8692823,-9767.109,1,0,0.7,0.7,9.38812,1.2,ok
68,Er,2p,-637.0230868,-8667.141,3,0,0.7,0.7,9.38812,1.2,ok
68,Er,3s,-161.1230718,-2192.191,1,0,0.7,0.7,9.38812,1.2,ok
68,Er,3p,-136.3211324,-1854.743,3,0,0.7,0.7,9.38812,1.2,ok
68,Er,3d,-105.1282493,-1430.343,5,0,0.7,0.7,9.38812,1.2,ok
68,Er,4s,-31.2889564,-425.708,1,0,0.7,0.7,9.38812,1.2,ok
68,Er,4p,-23.0596327,-313.742,3,0,0.7,0.7,9.38812,1.2,ok
68,Er,4d,-11.949302,-162.579,5,0,0.7,0.7,9.38812,1.2,ok
68,Er,5s,-3.1350723,-42.655,1,0,0.7,0.7,9.38812,1.2,ok
68,Er,5p,-1.2384906,-16.851,3,0,0.7,0.7,9.38812,1.2,ok
68,Er,4f,0.3157215,4.296,4,0,0.7,0.7,9.38812,1.2,ok
69,Tm,1s,-4387.1006155,-59689.544,1,0,0.7,0.7,9.33184,1.2,ok
69,Tm,2s,-745.201831,-10138.987,1,0,0.7,0.7,9.33184,1.2,ok
69,Tm,2p,-660.1809852,-8982.22,3,0,0.7,0.7,9.33184,1.2,ok
69,Tm,3s,-167.8039684,-2283.089,1,0,0.7,0.7,9.33184,1.2,ok
69,Tm,3p,-141.8416584,-1929.854,3,0,0.7,0.7,9.33184,1.2,ok
69,Tm,3d,-109.6374165,-1491.693,5,0,0.7,0.7,9.33184,1.2,ok
69,Tm,4s,-32.5739697,-443.191,1,0,0.7,0.7,9.33184,1.2,ok
69,Tm,4p,-23.9666923,-326.083,3,0,0.7,0.7,9.33184,1.2,ok
69,Tm,4d,-12.4455583,-169.33,5,0,0.7,0.7,9.33184,1.2,ok
69,Tm,5s,-3.2570707,-44.315,1,0,0.7,0.7,9.33184,1.2,ok
69,Tm,5p,-1.2843251,-17.474,3,0,0.7,0.7,9.33184,1.2,ok
69,Tm,4f,0.2975649,4.049,5,0,0.7,0.7,9.33184,1.2,ok
70,Yb,1s,-4532.4042943,-61666.501,1,0,0.7,0.7,10.36875,1.2,ok
70,Yb,2s,-773.4289956,-10523.037,1,0,0.7,0.7,10.36875,1.2,ok
70,Yb,2p,-684.0219008,-9306.592,3,0,0.7,0.7,10.36875,1.2,ok
70,Yb,3s,-174.8792366,-2379.353,1,0,0.7,0.7,10.36875,1.2,ok
70,Yb,3p,-147.7025094,-2009.595,3,0,0.7,0.7,10.36875,1.2,ok
70,Yb,3d,-114.4598641,-1557.306,5,0,0.7,0.7,10.36875,1.2,ok
70,Yb,4s,-34.1155301,-464.165,1,0,0.7,0.7,10.36875,1.2,ok
70,Yb,4p,-25.114579,-341.701,3,0,0.7,0.7,10.36875,1.2,ok
70,Yb,4d,-13.1723981,-179.22,5,0,0.7,0.7,10.36875,1.2,ok
70,Yb,5s,-3.5918377,-48.869,1,0,0.7,0.7,10.36875,1.2,ok
70,Yb,5p,-1.5305926,-20.825,3,0,0.7,0.7,10.36875,1.2,ok
70,Yb,4f,0.0577814,0.786,7,0,0.7,0.7,10.36875,1.2,ok
71,Lu,1s,-4680.8353722,-63686.009,1,0,0.7,0.7,9.26966,1.2,ok
71,Lu,2s,-802.5192642,-10918.831,1,0,0.7,0.7,9.26966,1.2,ok
71,Lu,2p,-708.4946835,-9639.561,3,0,0.7,0.7,9.26966,1.2,ok
71,Lu,3s,-182.3661967,-2481.218,1,0,0.7,0.7,9.26966,1.2,ok
71,Lu,3p,-153.916433,-2094.14,3,0,0.7,0.7,9.26966,1.2,ok
71,Lu,3d,-119.6010608,-1627.255,5,0,0.7,0.7,9.26966,1.2,ok
71,Lu,4s,-35.9080422,-488.554,1,0,0.7,0.7,9.26966,1.2,ok
71,Lu,4p,-26.4861581,-360.363,3,0,0.7,0.7,9.26966,1.2,ok
71,Lu,4d,-14.096832,-191.797,5,0,0.7,0.7,9.26966,1.2,ok
71,Lu,5s,-3.8697106,-52.65,1,0,0.7,0.7,9.26966,1.2,ok
71,Lu,5p,-1.6655296,-22.661,3,0,0.7,0.7,9.26966,1.2,ok
71,Lu,4f,-0.3124106,-4.251,7,0,0.7,0.7,9.26966,1.2,ok
72,Hf,1s,-4832.3329147,-65747.238,1,0,0.7,0.7,8.44777,1.2,ok
72,Hf,2s,-832.3675406,-11324.937,1,0,0.7,0.7,8.44777,1.2,ok
72,Hf,2p,-733.4910446,-9979.654,3,0,0.7,0.7,8.44777,1.2,ok
72,Hf,3s,-190.1042267,-2586.5,1,0,0.7,0.7,8.44777,1.2,ok
72,Hf,3p,-160.321549,-2181.286,3,0,0.7,0.7,8.44777,1.2,ok
72,Hf,3d,-124.9031071,-1699.393,5,0,0.7,0.7,8.44777,1.2,ok
72,Hf,4s,-37.7958572,-514.239,1,0,0.7,0.7,8.44777,1.2,ok
72,Hf,4p,-27.9323906,-380.04,3,0,0.7,0.7,8.44777,1.2,ok
72,Hf,4d,-15.0816695,-205.197,5,0,0.7,0.7,8.44777,1.2,ok
72,Hf,5s,-4.1453737,-56.401,1,0,0.7,0.7,8.44777,1.2,ok
72,Hf,5p,-1.7900117,-24.354,3,0,0.7,0.7,8.44777,1.2,ok
72,Hf,4f,-0.7302743,-9.936,7,0,0.7,0.7,8.44777,1.2,ok
73,Ta,1s,-4986.9751335,-67851.253,1,0,0.7,0.7,7.85192,1.2,ok
73,Ta,2s,-863.010817,-11741.86,1,0,0.7,0.7,7.85192,1.2,ok
73,Ta,2p,-759.0354569,-10327.203,3,0,0.7,0.7,7.85192,1.2,ok
73,Ta,3s,-198.1164021,-2695.511,1,0,0.7,0.7,7.85192,1.2,ok
73,Ta,3p,-166.9377272,-2271.303,3,0,0.7,0.7,7.85192,1.2,ok
73,Ta,3d,-130.3852368,-1773.982,5,0,0.7,0.7,7.85192,1.2,ok
73,Ta,4s,-39.7981507,-541.481,1,0,0.7,0.7,7.85192,1.2,ok
73,Ta,4p,-29.4717514,-400.984,3,0,0.7,0.7,7.85192,1.2,ok
73,Ta,4d,-16.1459338,-219.677,5,0,0.7,0.7,7.85192,1.2,ok
73,Ta,5s,-4.4472432,-60.508,1,0,0.7,0.7,7.85192,1.2,ok
73,Ta,5p,-1.9320509,-26.287,3,0,0.7,0.7,7.85192,1.2,ok
73,Ta,4f,-1.2203869,-16.604,7,0,0.7,0.7,7.85192,1.2,ok
74,W,1s,-5144.8902106,-69999.797,1,0,0.7,0.7,7.53675,1.2,ok
74,W,2s,-894.5369009,-12170.794,1,0,0.7,0.7,7.53675,1.2,ok
74,W,2p,-785.2028747,-10683.229,3,0,0.7,0.7,7.53675,1.2,ok
74,W,3s,-206.4772273,-2809.266,1,0,0.7,0.7,7.53675,1.2,ok
74,W,3p,-173.8361563,-2365.161,3,0,0.7,0.7,7.53675,1.2,ok
74,W,3d,-136.117866,-1851.978,5,0,0.7,0.7,7.53675,1.2,ok
74,W,4s,-41.9848174,-571.233,1,0,0.7,0.7,7.53675,1.2,ok
74,W,4p,-31.1731268,-424.132,3,0,0.7,0.7,7.53675,1.2,ok
74,W,4d,-17.3585507,-236.175,5,0,0.7,0.7,7.53675,1.2,ok
74,W,5s,-4.8442517,-65.909,1,0,0.7,0.7,7.53675,1.2,ok
74,W,5p,-2.1572595,-29.351,3,0,0.7,0.7,7.53675,1.2,ok
74,W,4f,-1.8523693,-25.203,7,0,0.7,0.7,7.53675,1.2,ok
75,Re,1s,-5306.0916053,-72193.053,1,0,0.7,0.7,7.35043,1.2,ok
75,Re,2s,-926.9217738,-12611.413,1,0,0.7,0.7,7.35043,1.2,ok
75,Re,2p,-811.956488,-11047.231,3,0,0.7,0.7,7.35043,1.2,ok
75,Re,3s,-215.1499932,-2927.265,1,0,0.7,0.7,7.35043,1.2,ok
75,Re,3p,-180.9768076,-2462.315,3,0,0.7,0.7,7.35043,1.2,ok
75,Re,3d,-142.0600846,-1932.826,5,0,0.7,0.7,7.35043,1.2,ok
75,Re,4s,-44.3159762,-602.95,1,0,0.7,0.7,7.35043,1.2,ok
75,Re,4p,-32.9957991,-448.931,3,0,0.7,0.7,7.35043,1.2,ok
75,Re,4d,-18.6790458,-254.141,5,0,0.7,0.7,7.35043,1.2,ok
75,Re,5s,-5.3031361,-72.153,1,0,0.7,0.7,7.35043,1.2,ok
75,Re,5p,-2.434489,-33.123,3,0,0.7,0.7,7.35043,1.2,ok
75,Re,4f,-2.5872564,-35.201,7,0,0.7,0.7,7.35043,1.2,ok
76,Os,1s,-5470.5878933,-74431.139,1,0,0.7,0.7,7.23268,1.2,ok
76,Os,2s,-960.1544555,-13063.567,1,0,0.7,0.7,7.23268,1.2,ok
76,Os,2p,-839.2751926,-11418.921,3,0,0.7,0.7,7.23268,1.2,ok
76,Os,3s,-224.1132988,-3049.217,1,0,0.7,0.7,7.23268,1.2,ok
76,Os,3p,-188.3355444,-2562.436,3,0,0.7,0.7,7.23268,1.2,ok
76,Os,3d,-148.1868144,-2016.184,5,0,0.7,0.7,7.23268,1.2,ok
76,Os,4s,-46.7675955,-636.306,1,0,0.7,0.7,7.23268,1.2,ok
76,Os,4p,-34.9150012,-475.043,3,0,0.7,0.7,7.23268,1.2,ok
76,Os,4d,-20.0827581,-273.24,5,0,0.7,0.7,7.23268,1.2,ok
76,Os,5s,-5.8045742,-78.975,1,0,0.7,0.7,7.23268,1.2,ok
76,Os,5p,-2.7456894,-37.357,3,0,0.7,0.7,7.23268,1.2,ok
76,Os,4f,-3.4011113,-46.274,7,0,0.7,0.7,7.23268,1.2,ok
77,Ir,1s,-5638.5037792,-76715.751,1,0,0.7,0.7,7.25631,1.2,ok
77,Ir,2s,-994.297637,-13528.108,1,0,0.7,0.7,7.25631,1.2,ok
77,Ir,2p,-867.203871,-11798.91,3,0,0.7,0.7,7.25631,1.2,ok
77,Ir,3s,-233.4134405,-3175.752,1,0,0.7,0.7,7.25631,1.2,ok
77,Ir,3p,-195.9541469,-2666.092,3,0,0.7,0.7,7.25631,1.2,ok
77,Ir,3d,-154.5388854,-2102.609,5,0,0.7,0.7,7.25631,1.2,ok
77,Ir,4s,-49.3813457,-671.867,1,0,0.7,0.7,7.25631,1.2,ok
77,Ir,4p,-36.9710626,-503.017,3,0,0.7,0.7,7.25631,1.2,ok
77,Ir,4d,-21.6098836,-294.017,5,0,0.7,0.7,7.25631,1.2,ok
77,Ir,5s,-6.3891717,-86.929,1,0,0.7,0.7,7.25631,1.2,ok
77,Ir,5p,-3.1300833,-42.587,3,0,0.7,0.7,7.25631,1.2,ok
77,Ir,4f,-4.3341093,-58.969,7,0,0.7,0.7,7.25631,1.2,ok
78,Pt,1s,-5809.8621591,-79047.201,1,0,0.7,0.7,7.41458,1.2,ok
78,Pt,2s,-1029.3511778,-14005.036,1,0,0.7,0.7,7.41458,1.2,ok
78,Pt,2p,-895.7308393,-12187.039,3,0,0.7,0.7,7.41458,1.2,ok
78,Pt,3s,-243.0389631,-3306.714,1,0,0.7,0.7,7.41458,1.2,ok
78,Pt,3p,-203.8180509,-2773.086,3,0,0.7,0.7,7.41458,1.2,ok
78,Pt,3d,-161.1007131,-2191.887,5,0,0.7,0.7,7.41458,1.2,ok
78,Pt,4s,-52.1430094,-709.442,1,0,0.7,0.7,7.41458,1.2,ok
78,Pt,4p,-39.1488749,-532.648,3,0,0.7,0.7,7.41458,1.2,ok
78,Pt,4d,-23.245276,-316.268,5,0,0.7,0.7,7.41458,1.2,ok
78,Pt,5s,-7.0460324,-95.866,1,0,0.7,0.7,7.41458,1.2,ok
78,Pt,5p,-3.5778243,-48.679,3,0,0.7,0.7,7.41458,1.2,ok
78,Pt,4f,-5.3713776,-73.081,7,0,0.7,0.7,7.41458,1.2,ok
79,Au,1s,-5984.7103971,-81426.132,1,0,0.7,0.7,7.70877,1.2,ok
79,Au,2s,-1065.3129036,-14494.32,1,0,0.7,0.7,7.70877,1.2,ok
79,Au,2p,-924.8373305,-12583.053,3,0,0.7,0.7,7.70877,1.2,ok
79,Au,3s,-252.9725631,-3441.867,1,0,0.7,0.7,7.70877,1.2,ok
79,Au,3p,-211.9056648,-2883.123,3,0,0.7,0.7,7.70877,1.2,ok
79,Au,3d,-167.8496437,-2283.711,5,0,0.7,0.7,7.70877,1.2,ok
79,Au,4s,-55.0317275,-748.745,1,0,0.7,0.7,7.70877,1.2,ok
79,Au,4p,-41.4263768,-563.635,3,0,0.7,0.7,7.70877,1.2,ok
79,Au,4d,-24.9667769,-339.69,5,0,0.7,0.7,7.70877,1.2,ok
79,Au,5s,-7.7569948,-105.539,1,0,0.7,0.7,7.70877,1.2,ok
79,Au,5p,-4.0715578,-55.396,3,0,0.7,0.7,7.70877,1.2,ok
79,Au,4f,-6.4908388,-88.312,7,0,0.7,0.7,7.70877,1.2,ok
80,Hg,1s,-6163.201869,-83854.633,1,0,0.7,0.7,8.57969,1.2,ok
80,Hg,2s,-1102.3002988,-14997.559,1,0,0.7,0.7,8.57969,1.2,ok
80,Hg,2p,-954.6261382,-12988.35,3,0,0.7,0.7,8.57969,1.2,ok
80,Hg,3s,-263.31796,-3582.623,1,0,0.7,0.7,8.57969,1.2,ok
80,Hg,3p,-220.3168121,-2997.563,3,0,0.7,0.7,8.57969,1.2,ok
80,Hg,3d,-174.8844256,-2379.424,5,0,0.7,0.7,8.57969,1.2,ok
80,Hg,4s,-58.1472585,-791.134,1,0,0.7,0.7,8.57969,1.2,ok
80,Hg,4p,-43.9020624,-597.318,3,0,0.7,0.7,8.57969,1.2,ok
80,Hg,4d,-26.8725889,-365.62,5,0,0.7,0.7,8.57969,1.2,ok
80,Hg,5s,-8.619877,-117.279,1,0,0.7,0.7,8.57969,1.2,ok
80,Hg,5p,-4.7077338,-64.052,3,0,0.7,0.7,8.57969,1.2,ok
80,Hg,4f,-7.7904164,-105.994,7,0,0.7,0.7,8.57969,1.2,ok
81,Tl,1s,-6345.4078419,-86333.671,1,0,0.7,0.7,9.17302,1.2,ok
81,Tl,2s,-1140.33439,-15515.04,1,0,0.7,0.7,9.17302,1.2,ok
81,Tl,2p,-985.0987894,-13402.952,3,0,0.7,0.7,9.17302,1.2,ok
81,Tl,3s,-274.0760406,-3728.994,1,0,0.7,0.7,9.17302,1.2,ok
81,Tl,3p,-229.0474037,-3116.349,3,0,0.7,0.7,9.17302,1.2,ok
81,Tl,3d,-182.200856,-2478.969,5,0,0.7,0.7,9.17302,1.2,ok
81,Tl,4s,-61.4854862,-836.553,1,0,0.7,0.7,9.17302,1.2,ok
81,Tl,4p,-46.570546,-633.625,3,0,0.7,0.7,9.17302,1.2,ok
81,Tl,4d,-28.9575085,-393.987,5,0,0.7,0.7,9.17302,1.2,ok
81,Tl,5s,-9.6287747,-131.006,1,0,0.7,0.7,9.17302,1.2,ok
81,Tl,5p,-5.4712558,-74.44,3,0,0.7,0.7,9.17302,1.2,ok
81,Tl,4f,-9.2646888,-126.053,7,0,0.7,0.7,9.17302,1.2,ok
81,Tl,5d,-0.7726082,-10.512,5,0,0.7,0.7,9.17302,1.2,ok
82,Pb,1s,-6531.3050447,-88862.931,1,0,0.7,0.7,9.3558,1.2,ok
82,Pb,2s,-1179.3445528,-16045.8,1,0,0.7,0.7,9.3558,1.2,ok
82,Pb,2p,-1016.1682544,-13825.673,3,0,0.7,0.7,9.3558,1.2,ok
82,Pb,3s,-285.1619829,-3879.826,1,0,0.7,0.7,9.3558,1.2,ok
82,Pb,3p,-238.0082372,-3238.267,3,0,0.7,0.7,9.3558,1.2,ok
82,Pb,3d,-189.708115,-2581.11,5,0,0.7,0.7,9.3558,1.2,ok
82,Pb,4s,-64.9559468,-883.771,1,0,0.7,0.7,9.3558,1.2,ok
82,Pb,4p,-49.3395235,-671.298,3,0,0.7,0.7,9.3558,1.2,ok
82,Pb,4d,-31.1283304,-423.523,5,0,0.7,0.7,9.3558,1.2,ok
82,Pb,5s,-10.6857077,-145.386,1,0,0.7,0.7,9.3558,1.2,ok
82,Pb,5p,-6.268496,-85.287,3,0,0.7,0.7,9.3558,1.2,ok
82,Pb,4f,-10.8199003,-147.212,7,0,0.7,0.7,9.3558,1.2,ok
82,Pb,5d,-1.2606271,-17.152,5,0,0.7,0.7,9.3558,1.2,ok
83,Bi,1s,-6721.0719459,-91444.842,1,0,0.7,0.7,9.85141,1.2,ok
83,Bi,2s,-1219.4621242,-16591.627,1,0,0.7,0.7,9.85141,1.2,ok
83,Bi,2p,-1047.9475732,-14258.053,3,0,0.7,0.7,9.85141,1.2,ok
83,Bi,3s,-296.6907661,-4036.683,1,0,0.7,0.7,9.85141,1.2,ok
83,Bi,3p,-247.3094533,-3364.816,3,0,0.7,0.7,9.85141,1.2,ok
83,Bi,3d,-197.5151323,-2687.33,5,0,0.7,0.7,9.85141,1.2,ok
83,Bi,4s,-68.6692156,-934.292,1,0,0.7,0.7,9.85141,1.2,ok
83,Bi,4p,-52.3180239,-711.823,3,0,0.7,0.7,9.85141,1.2,ok
83,Bi,4d,-33.4937594,-455.706,5,0,0.7,0.7,9.85141,1.2,ok
83,Bi,5s,-11.9010879,-161.923,1,0,0.7,0.7,9.85141,1.2,ok
83,Bi,5p,-7.2100659,-98.098,3,0,0.7,0.7,9.85141,1.2,ok
83,Bi,4f,-12.5647265,-170.952,7,0,0.7,0.7,9.85141,1.2,ok
83,Bi,5d,-1.8861532,-25.662,5,0,0.7,0.7,9.85141,1.2,ok
83,Bi,6s,-0.6270767,-8.532,1,0,0.7,0.7,9.85141,1.2,ok
