Z,element,orbital,energy_Ry,energy_eV,core_electrons,star,ef_up,ef_dn,a_bohr,ewidth,status
1,H,,,,,,0.7,0.7,8.64216,1.2,ok
2,He,1s,-1.1398639,-15.509,1,0,0.7,0.7,9.0,1.2,ok
3,Li,1s,-3.165384,-43.067,1,0,0.7,0.7,8.35677,1.2,ok
4,Be,1s,-6.5727406,-89.427,1,0,0.7,0.7,6.02977,1.2,ok
5,B,1s,-12.0531284,-163.991,1,0,0.7,0.7,5.81554,1.2,ok
6,C,1s,-19.2470943,-261.87,1,0,0.7,0.7,6.17774,1.2,ok
6,C,2s,0.6594456,8.972,1,1,0.7,0.7,6.17774,1.2,ok
7,N,1s,-28.1738105,-383.324,1,0,0.7,0.7,9.1872,1.2,ok
7,N,2s,-1.1239049,-15.292,1,0,0.7,0.7,9.1872,1.2,ok
8,O,1s,-37.7427775,-513.517,1,0,0.7,0.7,8.56138,1.2,ok
8,O,2s,-1.5265054,-20.769,1,0,0.7,0.7,8.56138,1.2,ok
9,F,1s,-48.7906015,-663.83,1,0,0.7,0.7,9.15166,1.2,ok
9,F,2s,-2.0719856,-28.191,1,0,0.7,0.7,9.15166,1.2,ok
10,Ne,1s,-61.1531839,-832.031,1,0,0.7,0.7,9.07974,1.2,ok
10,Ne,2s,-2.5941302,-35.295,1,0,0.7,0.7,9.07974,1.2,ok
10,Ne,2p,-0.8936732,-12.159,3,0,0.7,0.7,9.07974,1.2,ok
11,Na,1s,-75.6190573,-1028.85,1,0,0.7,0.7,10.21644,1.2,ok
11,Na,2s,-3.71404,-50.532,1,0,0.7,0.7,10.21644,1.2,ok
11,Na,2p,-1.6504903,-22.456,3,0,0.7,0.7,10.21644,1.2,ok
12,Mg,1s,-91.9878688,-1251.559,1,0,0.7,0.7,8.56138,1.2,ok
12,Mg,2s,-5.1624759,-70.239,1,0,0.7,0.7,8.56138,1.2,ok
12,Mg,2p,-2.7214955,-37.028,3,0,0.7,0.7,8.56138,1.2,ok
13,Al,1s,-110.1918168,-1499.236,1,0,0.7,0.7,7.65305,1.2,ok
13,Al,2s,-6.9474064,-94.524,1,0,0.7,0.7,7.65305,1.2,ok
13,Al,2p,-4.1187364,-56.038,3,0,0.7,0.7,7.65305,1.2,ok
14,Si,1s,-130.647199,-1777.546,1,0,0.7,0.7,8.14836,1.2,ok
14,Si,2s,-9.4744106,-128.906,1,0,0.7,0.7,8.14836,1.2,ok
14,Si,2p,-6.2487864,-85.019,3,0,0.7,0.7,8.14836,1.2,ok
15,P,1s,-152.8114047,-2079.105,1,0,0.7,0.7,8.55322,1.2,ok
15,P,2s,-12.220666,-166.271,1,0,0.7,0.7,8.55322,1.2,ok
15,P,2p,-8.5885085,-116.853,3,0,0.7,0.7,8.55322,1.2,ok
16,S,1s,-176.7113262,-2404.28,1,0,0.7,0.7,9.20663,1.2,ok
16,S,2s,-15.2087008,-206.925,1,0,0.7,0.7,9.20663,1.2,ok
16,S,2p,-11.1592586,-151.829,3,0,0.7,0.7,9.20663,1.2,ok
17,Cl,1s,-202.311984,-2752.595,1,0,0.7,0.7,10.07124,1.2,ok
17,Cl,2s,-18.3996735,-250.34,1,0,0.7,0.7,10.07124,1.2,ok
17,Cl,2p,-13.9213153,-189.409,3,0,0.7,0.7,10.07124,1.2,ok
17,Cl,3s,-1.241515,-16.892,1,0,0.7,0.7,10.07124,1.2,ok
18,Ar,1s,-229.6031085,-3123.909,1,0,0.7,0.7,10.8505,1.2,ok
18,Ar,2s,-21.7790428,-296.319,1,0,0.7,0.7,10.8505,1.2,ok
18,Ar,2p,-16.8593385,-229.383,3,0,0.7,0.7,10.8505,1.2,ok
18,Ar,3s,-1.6153342,-21.978,1,0,0.7,0.7,10.8505,1.2,ok
18,Ar,3p,-0.5738822,-7.808,3,0,0.7,0.7,10.8505,1.2,ok
19,K,1s,-258.958395,-3523.308,1,0,0.7,0.7,12.69175,1.2,ok
19,K,2s,-25.7041436,-349.723,1,0,0.7,0.7,12.69175,1.2,ok
19,K,2p,-20.3314903,-276.624,3,0,0.7,0.7,12.69175,1.2,ok
19,K,3s,-2.2308905,-30.353,1,0,0.7,0.7,12.69175,1.2,ok
19,K,3p,-1.0137472,-13.793,3,0,0.7,0.7,12.69175,1.2,ok
20,Ca,1s,-290.1715717,-3947.985,1,0,0.7,0.7,10.54905,1.2,ok
20,Ca,2s,-29.949653,-407.486,1,0,0.7,0.7,10.54905,1.2,ok
20,Ca,2p,-24.1134103,-328.08,3,0,0.7,0.7,10.54905,1.2,ok
20,Ca,3s,-2.8512725,-38.794,1,0,0.7,0.7,10.54905,1.2,ok
20,Ca,3p,-1.4492901,-19.719,3,0,0.7,0.7,10.54905,1.2,ok
21,Sc,1s,-322.8639673,-4392.788,1,0,0.7,0.7,8.77222,1.2,ok
21,Sc,2s,-34.0724525,-463.579,1,0,0.7,0.7,8.77222,1.2,ok
21,Sc,2p,-27.7662415,-377.779,3,0,0.7,0.7,8.77222,1.2,ok
21,Sc,3s,-3.1522209,-42.888,1,0,0.7,0.7,8.77222,1.2,ok
21,Sc,3p,-1.5836704,-21.547,3,0,0.7,0.7,8.77222,1.2,ok
22,Ti,1s,-357.3832904,-4862.447,1,0,0.7,0.7,7.81295,1.2,ok
22,Ti,2s,-38.4643511,-523.334,1,0,0.7,0.7,7.81295,1.2,ok
22,Ti,2p,-31.6759933,-430.974,3,0,0.7,0.7,7.81295,1.2,ok
22,Ti,3s,-3.4980245,-47.593,1,0,0.7,0.7,7.81295,1.2,ok
22,Ti,3p,-1.7594066,-23.938,3,0,0.7,0.7,7.81295,1.2,ok
23,V,1s,-393.7490371,-5357.229,1,0,0.7,0.7,7.21091,1.2,ok
23,V,2s,-43.1459265,-587.03,1,0,0.7,0.7,7.21091,1.2,ok
23,V,2p,-35.8615163,-487.921,3,0,0.7,0.7,7.21091,1.2,ok
23,V,3s,-3.9000132,-53.062,1,0,0.7,0.7,7.21091,1.2,ok
23,V,3p,-1.9850551,-27.008,3,0,0.7,0.7,7.21091,1.2,ok
24,Cr,1s,-432.0009123,-5877.672,1,0,0.7,0.7,6.86911,1.2,ok
24,Cr,2s,-48.1536272,-655.163,1,0,0.7,0.7,6.86911,1.2,ok
24,Cr,2p,-40.3578698,-549.097,3,0,0.7,0.7,6.86911,1.2,ok
24,Cr,3s,-4.3874907,-59.695,1,0,0.7,0.7,6.86911,1.2,ok
24,Cr,3p,-2.2883631,-31.135,3,0,0.7,0.7,6.86911,1.2,ok
25,Mn,1s,-472.2494599,-6425.281,1,0,0.7,0.7,6.90878,1.2,ok
25,Mn,2s,-53.5929967,-729.17,1,0,0.7,0.7,6.90878,1.2,ok
25,Mn,2p,-45.2693655,-615.921,3,0,0.7,0.7,6.90878,1.2,ok
25,Mn,3s,-5.0558147,-68.788,1,0,0.7,0.7,6.90878,1.2,ok
25,Mn,3p,-2.7627615,-37.589,3,0,0.7,0.7,6.90878,1.2,ok
26,Fe,1s,-514.2572671,-6996.826,1,0,0.7,0.7,6.82546,1.2,ok
26,Fe,2s,-59.2237906,-805.781,1,0,0.7,0.7,6.82546,1.2,ok
26,Fe,2p,-50.353868,-685.099,3,0,0.7,0.7,6.82546,1.2,ok
26,Fe,3s,-5.6829869,-77.321,1,0,0.7,0.7,6.82546,1.2,ok
26,Fe,3p,-3.1906885,-43.412,3,0,0.7,0.7,6.82546,1.2,ok
27,Co,1s,-558.071665,-7592.952,1,0,0.7,0.7,6.69301,1.2,ok
27,Co,2s,-65.0873811,-885.559,1,0,0.7,0.7,6.69301,1.2,ok
27,Co,2p,-55.651382,-757.176,3,0,0.7,0.7,6.69301,1.2,ok
27,Co,3s,-6.3035366,-85.764,1,0,0.7,0.7,6.69301,1.2,ok
27,Co,3p,-3.6050251,-49.049,3,0,0.7,0.7,6.69301,1.2,ok
28,Ni,1s,-603.7773824,-8214.81,1,0,0.7,0.7,6.66084,1.2,ok
28,Ni,2s,-71.2616087,-969.564,1,0,0.7,0.7,6.66084,1.2,ok
28,Ni,2p,-61.238316,-833.19,3,0,0.7,0.7,6.66084,1.2,ok
28,Ni,3s,-6.9880346,-95.077,1,0,0.7,0.7,6.66084,1.2,ok
28,Ni,3p,-4.0749209,-55.442,3,0,0.7,0.7,6.66084,1.2,ok
29,Cu,1s,-651.4275992,-8863.124,1,0,0.7,0.7,6.83186,1.2,ok
29,Cu,2s,-77.7933374,-1058.432,1,0,0.7,0.7,6.83186,1.2,ok
29,Cu,2p,-67.1600329,-913.759,3,0,0.7,0.7,6.83186,1.2,ok
29,Cu,3s,-7.7796269,-105.847,1,0,0.7,0.7,6.83186,1.2,ok
29,Cu,3p,-4.6429644,-63.171,3,0,0.7,0.7,6.83186,1.2,ok
30,Zn,1s,-701.0786771,-9538.661,1,0,0.7,0.7,7.43382,1.2,ok
30,Zn,2s,-84.7316562,-1152.833,1,0,0.7,0.7,7.43382,1.2,ok
30,Zn,2p,-73.4639128,-999.527,3,0,0.7,0.7,7.43382,1.2,ok
30,Zn,3s,-8.7257055,-118.719,1,0,0.7,0.7,7.43382,1.2,ok
30,Zn,3p,-5.3563831,-72.877,3,0,0.7,0.7,7.43382,1.2,ok
31,Ga,1s,-753.0689519,-10246.025,1,0,0.7,0.7,8.08943,1.2,ok
31,Ga,2s,-92.4621089,-1258.011,1,0,0.7,0.7,8.08943,1.2,ok
31,Ga,2p,-80.5282558,-1095.643,3,0,0.7,0.7,8.08943,1.2,ok
31,Ga,3s,-10.1530968,-138.14,1,0,0.7,0.7,8.08943,1.2,ok
31,Ga,3p,-6.5311032,-88.86,3,0,0.7,0.7,8.08943,1.2,ok
